queue_rank,research_batch,slug,name_ja,name_ko_or_en,area_slug,prefecture,property_type,initial_tier,initial_bath_signals,verification_status,source_basis,official_url,google_maps_url,rakuten_url,jalan_url,ikkyu_url,agoda_or_booking_url,naver_search_url,visible_review_pool_google,visible_review_pool_japanese_ota,visible_review_pool_global_ota,visible_review_pool_korean,required_checks,deep_research_priority,notes,source_files
188,T1-04,akiu-sakurareikyu,仙台 秋保温泉 迎賓館 櫻離宮,Sakurareikyu,akiu,宮城県,large ryokan hotel,Tier 1,노천풍로 객실 인기 신호,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
189,T1-04,zao-daikon-no-hana,温泉山荘 だいこんの花,Daikon-no-Hana,miyagi-zao,宮城県,detached ryokan,Tier 1,노천풍로 객실 추천 숙소 신호,needs_official_crosscheck,Jalan 2026 rotsuki article,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
190,T1-04,amaharashi-iso-hanabi,雨晴温泉 磯はなび,Iso Hanabi,amaharashi,富山県,ryokan hotel,Tier 1,바다 전망 노천탕과 도야마만 조망 후보,needs_official_crosscheck,Ikkyu Hokuriku source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
191,T1-04,unazuki-suginoi,宇奈月温泉 やまのは,Yamanoha,unazuki,富山県,ryokan hotel,Tier 1,협곡 전망 대형 온천호텔 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
192,T1-04,unazuki-yamanoi,宇奈月温泉 延楽,Enraku,unazuki,富山県,luxury ryokan,Tier 1,구로베 협곡 전망 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
193,T1-04,yuda-matsudaya,湯田温泉 松田屋ホテル,Matsudaya Hotel,yuda,山口県,historic ryokan,Tier 1,정원 노천탕과 역사 료칸 후보,needs_official_crosscheck,regional high-value source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
194,T1-04,kaminoyama-koyo,かみのやま温泉 日本の宿 古窯,Koyo,kaminoyama,山形県,large ryokan,Tier 1,대형 고급 료칸과 전망 대욕장 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
195,T1-04,kaminoyama-meigetsuso,かみのやま温泉 名月荘,Meigetsuso,kaminoyama,山形県,luxury ryokan,Tier 1,고급 객실 노천탕 후보,needs_official_crosscheck,regional high-end source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
196,T1-04,isawa-fujinoya,シャトレーゼホテル 旅館 富士野屋,Fujinoya,isawa,山梨県,ryokan hotel,Tier 1,"객실탕도 온천, 최대 7개 탕巡り 신호",needs_official_crosscheck,Rakuten/Jalan Isawa room-open-air,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
197,T1-04,isawa-itoyanagi,石和名湯館 糸柳,Itoyanagi,isawa,山梨県,traditional ryokan,Tier 1,"石和 명탕관, 객실 노천탕 후보",needs_official_crosscheck,Jalan Isawa room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
198,T1-04,isawa-itoyanagi-yuwa,糸柳こやど ゆわ,Itoyanagi Koyado Yuwa,isawa,山梨県,small ryokan,Tier 1,소형 객실탕/온천숙소 후보,needs_official_crosscheck,Jalan Isawa room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
199,T1-04,isawa-kagetsu,銘石の宿 かげつ,Kagetsu,isawa,山梨県,traditional ryokan,Tier 1,객실 노천/반노천·별저 The ONE 신호,needs_official_crosscheck,Jalan Isawa room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
200,T1-04,isawa-keizan,石和温泉 華やぎの章 慶山,Keizan,isawa,山梨県,large ryokan,Tier 1,"Rakuten 1900건급 리뷰풀, 객실 노천탕 후보",needs_official_crosscheck,Rakuten Isawa room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
201,T1-05,isawa-koshien,銘庭の宿 ホテル甲子園,Hotel Koshien,isawa,山梨県,ryokan hotel,Tier 1,"객실 노천/반노천 리뉴얼 신호, 리뷰풀 후보",needs_official_crosscheck,Rakuten/Jalan Isawa room-open-air,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
202,T1-05,isawa-wajoen,糸柳別館 離れの邸 和穣苑,Wajoen,isawa,山梨県,detached ryokan,Tier 1,"離れ 숙소, 객실탕/고급숙 후보",needs_official_crosscheck,Jalan Isawa room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
203,T1-05,fujiyoshida-kaneyamaen,庭園と感動の宿 富士山温泉 ホテル鐘山苑,Hotel Kaneyamaen,kawaguchiko,山梨県,large ryokan hotel,Tier 1,후지산 온천·정원·객실탕 후보,needs_official_crosscheck,Ikkyu rotsuki theme snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
204,T1-05,kawaguchiko-fufu,ふふ 河口湖,Fufu Kawaguchiko,kawaguchiko,山梨県,luxury resort ryokan,Tier 1,후지산/숲 전망 객실탕 후보,needs_official_crosscheck,"Ikkyu rotsuki theme snippet, Rakuten Top20 area",,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
205,T1-05,kawaguchiko-kaneyamaen,庭園と感動の宿 富士山温泉 ホテル鐘山苑,Hotel Kaneyamaen,kawaguchiko,山梨県,large ryokan hotel,Tier 1,후지산 온천·정원·객실 노천탕 후보,needs_official_crosscheck,Ikkyu Yamanashi room-open-air ranking,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
206,T1-05,kawaguchiko-konanso,富士河口湖温泉 湖南荘,Konanso,kawaguchiko,山梨県,ryokan hotel,Tier 1,"후지산/호수 조망, 객실 노천탕 후보",needs_official_crosscheck,Rakuten keyword result,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
207,T1-05,kawaguchiko-sunnide,Sunnide Resort ＜ホテル＆湖畔別邸 千一景＞,Sunnide Resort,kawaguchiko,山梨県,lake resort hotel,Tier 1,"호반 별저, 객실 노천탕 후보",needs_official_crosscheck,Rakuten Kawaguchiko room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
208,T1-05,kawaguchiko-yumedono,河口湖温泉寺 露天風呂の宿 夢殿,Yumedono,kawaguchiko,山梨県,luxury ryokan,Tier 1,"노천풍로 숙소, 고급 료칸 후보",needs_official_crosscheck,Rakuten keyword result,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
209,T1-05,yubara-aburaya,湯原温泉 八景,Hakkei,yubara,岡山県,ryokan,Tier 1,강변 노천과 스나유 접근성 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
210,T1-05,hanamaki-kashoen,花巻温泉 佳松園,Kashoen,hanamaki,岩手県,luxury ryokan,Tier 1,고급 료칸과 대욕장 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
211,T1-05,hanamaki-osawa-onsen,大沢温泉 山水閣,Osawa Onsen Sansuikaku,hanamaki,岩手県,ryokan,Tier 1,자취부 병설 탕치와 강변 노천 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
212,T1-05,hanamaki-yusen-shidate,志戸平温泉 游泉志だて,Yusen Shidate,hanamaki,岩手県,luxury ryokan,Tier 1,전실 노천탕과 계류 온천 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
213,T1-05,tsunagi-shikitei,つなぎ温泉 四季亭,Shikitei,tsunagi,岩手県,ryokan,Tier 1,모리오카 접근성과 전통 료칸 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
214,T1-05,dogo-kotononiwa,道後温泉 琴の庭,Koto no Niwa,dogo,愛媛県,luxury ryokan,Tier 1,전 객실 원천가케나가시 노천풍로 신호,needs_official_crosscheck,Ikkyu Dogo room-open-air list,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
215,T1-05,dogo-miyu,道後御湯,Dogo Miyu,dogo,愛媛県,luxury ryokan,Tier 1,"도고 고급 숙소, 온천 노천풍로 객실 후보",needs_official_crosscheck,Ikkyu Dogo room-open-air list,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
216,T1-05,dogo-oborozukiyo,別邸 朧月夜,Bettei Oborozukiyo,dogo,愛媛県,luxury ryokan,Tier 1,"고급 소형 숙소, 객실 노천탕 후보",needs_official_crosscheck,Ikkyu Dogo room-open-air list,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
217,T1-05,dogo-yachiyo,道後温泉 八千代,Yachiyo,dogo,愛媛県,ryokan,Tier 1,객실 노천탕 인기 신호,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
218,T1-05,myoko-akakura-kanko,赤倉観光ホテル,Akakura Kanko Hotel,myoko,新潟県,mountain resort,Tier 1,"묘코 고원 절경 온천 리조트, 객실탕 후보",needs_official_crosscheck,Ikkyu rotsuki theme snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
219,T1-05,kinugawa-asaya,鬼怒川温泉 あさや,Asaya,kinugawa,栃木県,large ryokan hotel,Tier 1,공중정원 노천탕·객실 노천탕·대형 리뷰풀 신호,needs_official_crosscheck,Jalan/Ikkyu Kinugawa room-open-air lists,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
220,T1-05,kinugawa-fudotaki,きぬ川不動瀧,Kinugawa Fudotaki,kinugawa,栃木県,ryokan,Tier 1,계곡 조망 객실 노천탕/요리 숙소 후보,needs_official_crosscheck,Jalan Kinugawa room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
221,T1-05,kinugawa-wakatake-sasane,鬼怒川温泉 旅館 若竹の庄 別邸笹音,Wakatake no Sho Bettei Sasane,kinugawa,栃木県,ryokan,Tier 1,"전실 계곡 조망, 객실 노천탕 후보",needs_official_crosscheck,Jalan/Ikkyu Kinugawa room-open-air lists,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
222,T1-05,nasu-hoshino-akari,ぬくもりに心なごむ湯宿 星のあかり,Hoshi no Akari,nasu,栃木県,ryokan,Tier 1,"전실 온천 노천풍로, にごり湯 가케나가시 대욕장 신호",needs_official_crosscheck,Rakuten Nasu ranking snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
223,T1-05,nasu-key-highland,THE KEY HIGHLAND NASU,THE KEY HIGHLAND NASU,nasu,栃木県,resort hotel,Tier 1,"객실 노천탕 인기, 올인클루시브/리조트형 후보",needs_official_crosscheck,Ikkyu/MyBest Nasu room-open-air lists,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
224,T1-05,nasu-sanraku,那須温泉 山楽,Nasu Onsen Sanraku,nasu,栃木県,luxury ryokan,Tier 1,"나스 노포 고급 료칸, 대욕장/객실탕 후보",needs_official_crosscheck,Ikkyu Nasu room-open-air ranking,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
225,T1-05,katayamazu-morimoto,片山津温泉 湖畔の宿 森本,Kohan no Yado Morimoto,katayamazu,石川県,ryokan,Tier 1,호수 전망 온천과 객실 후보,needs_official_crosscheck,Ikkyu Hokuriku open-air source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
226,T1-05,yugawara-ashikari,懐石旅庵 阿しか里,Ashikari,yugawara,神奈川県,kaiseki ryokan,Tier 1,전실 원천가케나가시 객실 노천탕 신호,needs_official_crosscheck,Ikkyu rotsuki snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
227,T1-05,yugawara-miwa,三輪 湯河原,Miwa Yugawara,yugawara,神奈川県,luxury ryokan,Tier 1,"고평점 현대형 숙소, 객실 노천탕 후보",needs_official_crosscheck,Ikkyu Yugawara room-open-air list,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
228,T1-05,yugawara-okuyugawara-yui,奥湯河原 結唯,Yui Okuyugawara,yugawara,神奈川県,luxury ryokan,Tier 1,"오쿠유가와라 고급숙, 객실탕/원천 세부 확인 후보",needs_official_crosscheck,Yugawara luxury exposure,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
229,T1-05,yugawara-tsubaki,海石榴 つばき,Tsubaki,yugawara,神奈川県,luxury ryokan,Tier 1,"오쿠유가와라 고급 료칸, 객실 노천탕 후보",needs_official_crosscheck,Rakuten Yugawara room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
230,T1-05,awara-beniya,あわら温泉 光風湯圃 べにや,Beniya,awara,福井県,luxury ryokan,Tier 1,전통 고급 료칸과 원천 온천 후보,needs_official_crosscheck,Ikkyu Awara source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
231,T1-05,awara-grandia-housen,あわら温泉 グランディア芳泉,Grandia Housen,awara,福井県,large ryokan,Tier 1,고급 대욕장과 객실 노천탕 후보,needs_official_crosscheck,Ikkyu Awara source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
232,T1-05,awara-matsuya-sensen,まつや千千,Matsuya Sensen,awara,福井県,large ryokan,Tier 1,대형 대욕장과 노천탕 경쟁력 후보,needs_official_crosscheck,Ikkyu Awara source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
233,T1-05,awara-mimatsu,あわら温泉 美松,Mimatsu,awara,福井県,ryokan,Tier 1,정원 노천 객실 다수와 대욕장 스파 신호,needs_official_crosscheck,Rakuten Awara room-open-air source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
234,T1-05,awara-tsuruya,あわら温泉 つるや,Tsuruya,awara,福井県,ryokan,Tier 1,전통 료칸 원천가케나가시 후보,needs_official_crosscheck,Ikkyu Awara source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
235,T1-05,higashiyama-mukaitaki,会津東山温泉 向瀧,Mukaitaki,higashiyama,福島県,historic ryokan,Tier 1,문화재급 목조 료칸과 원천탕 후보,needs_official_crosscheck,regional high-value source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
236,T1-05,higashiyama-shosuke,会津東山温泉 庄助の宿 瀧の湯,Takinoyu,higashiyama,福島県,ryokan,Tier 1,폭포 전망 노천탕과 대욕장 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
237,T1-05,ikaho-kaichoro,奥伊香保 旅邸 諧暢楼,Kaichoro,ikaho,群馬県,luxury ryokan,Tier 1,이카호 고급 객실탕 후보,needs_official_crosscheck,Ikkyu nationwide onsen ranking snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
238,T1-05,ikaho-kanouya,伊香保温泉 かのうや,Kanouya,ikaho,群馬県,ryokan,Tier 1,"露天風呂付客室 인기, 리뷰풀 큼",needs_official_crosscheck,Rakuten Ikaho hotel list,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
239,T1-05,ikaho-kokuya,伊香保温泉 心に咲く花 古久家,Kokuya,ikaho,群馬県,traditional ryokan,Tier 1,黄金の湯 원천가케나가시 노천풍로 객실 신호,needs_official_crosscheck,Rakuten Ikaho room-open-air article,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
240,T1-05,ikaho-oyado-tamaki,お宿玉樹,Oyado Tamaki,ikaho,群馬県,ryokan,Tier 1,객실 노천탕/식사 고평가 후보,needs_official_crosscheck,Ikkyu Ikaho room-open-air dinner list,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
241,T1-05,minakami-senjuan,別邸 仙寿庵,Bettei Senjuan,minakami,群馬県,luxury ryokan,Tier 1,객실 노천탕 추천 숙소 신호,needs_official_crosscheck,Jalan 2026 rotsuki article,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
242,T1-05,bessho-kashiwaya-honten,別所温泉 かしわや本店,Kashiwaya Honten,bessho,長野県,ryokan,Tier 1,객실 노천탕과 전통 료칸 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
243,T1-05,bessho-nanjo-ryokan,別所温泉 旅館花屋,Ryokan Hanaya,bessho,長野県,historic ryokan,Tier 1,문화재급 목조 료칸과 원천탕 후보,needs_official_crosscheck,regional high-value source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
244,T1-05,matsumoto-jujo,松本十帖,Matsumoto Jujo,matsumoto,長野県,design ryokan,Tier 1,전실 노천풍로 계열 신호,needs_official_crosscheck,Ikkyu rotsuki theme snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
245,T1-05,tobira-myojinkan,扉温泉 明神館,Tobira Onsen Myojinkan,matsumoto,長野県,luxury ryokan,Tier 1,"비경 온천 고급숙, 대욕장/객실탕 후보",needs_official_crosscheck,Ikkyu rotsuki theme snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
246,T1-05,katakura-silk,湖畔の洋館かたくらシルクホテル,Katakura Silk Hotel,suwa,長野県,luxury hotel,Tier 1,원천가케나가시 객실 노천탕 신호,needs_official_crosscheck,Ikkyu rotsuki theme snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
247,T1-05,asamushi-kaisenkaku,浅虫温泉 南部屋・海扇閣,Kaisenkaku,asamushi,青森県,ryokan hotel,Tier 1,무쓰만 전망 대욕장 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
248,T1-05,sukayu-onsen,酸ヶ湯温泉旅館,Sukayu Onsen Ryokan,sukayu,青森県,historic ryokan,Tier 1,히바센닌부로와 강산성 온천 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
249,T1-05,izu-nagaoka-ishinoya,石のや 伊豆長岡,Ishinoya Izu Nagaoka,izu-nagaoka,静岡県,ryokan,Tier 1,일부 객실 노천탕과 정원형 온천 후보,needs_official_crosscheck,Ikkyu Izu Nagaoka source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
250,T1-05,izu-nagaoka-sanyo-so,三養荘,Sanyo-so,izu-nagaoka,静岡県,luxury ryokan,Tier 1,정원 별저형 고급 온천 후보,needs_official_crosscheck,Ikkyu Izu Nagaoka source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
