direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
245,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14571136,ja,2025/7/14,2025年7月宿泊,5,5,4,結婚記念日の旅行,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,151,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
246,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14564602,ja,2025/7/12,2025年7月宿泊,5,5,5,景観、温泉、食事、流石です,和室 【選べるペアリング付】レストラン個室食/うれしの茶or日本酒をチョイス～ワンランク上の贅沢懐石プラン,146,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;露天;露天風呂,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
247,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14562614,ja,2025/7/11,2025年7月宿泊,4,4,2,純日本風の佇まいで、料理が最高,和室 【はじめての方におすすめ】温泉湯豆腐＆佐賀牛+若楠豚で佐賀満喫しゃぶしゃぶプラン,267,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,temperature,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
248,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14559024,ja,2025/7/9,2025年7月宿泊,4,4,4,大浴場が広い,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,75,yes,facility_wide,water_texture,,温泉;大浴場;広い,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
249,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14551150,ja,2025/7/5,2025年6月宿泊,4,3,4,嬉野茶お茶尽くし,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,708,yes,facility_wide,water_texture;booking_confusion,operation_recheck;aging_or_access,温泉,"우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
250,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123478012563,ja,2026-07-02,2026-06-14,4,4,5,檜風呂付きの部屋で三世代の温泉を満喫,みやび館檜内風呂/露天風呂付和室8〜10畳(禁煙) 【夕食17：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,207,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;露天;露天風呂;露天風呂付;檜風呂,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
251,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123478011824,ja,2026-07-02,2026-06-28,4,4,4,食事は美味しく清掃も行き届いて快適,【タワー棟】喫煙和室10畳 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,86,yes,unclear,booking_confusion,aging_or_access;cleanliness,清掃,"주의 신호: aging_or_access,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
252,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123478011534,ja,2026-07-02,2026-06-30,2,1,1,,タワー館最上階「和モダン」檜内風呂付43平米(禁煙) 【素泊まり】自由に滞在を愉しめる！きままに和多屋ステイプラン,64,yes,room_bath,room_bath_hot_spring,temperature,,객실 내탕/내풍呂 맥락 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
253,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123478006740,ja,2026-07-01,2026-06-28,5,5,2,部屋が古くトイレの臭いが気になった,【タワー棟】禁煙和室10畳 【夕食19：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,123,yes,facility_wide,water_texture;booking_confusion,operation_recheck;cleanliness,温泉;源泉;源泉掛け流し;臭い;匂い,"우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
254,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477999636,ja,2026-06-30,2026-06-28,3,3,3,大浴場への経路が遠く高齢者には辛い距離感,タワー館最上階「和モダンツイン」温泉内風呂付87平米(禁煙) 【夕食17：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,50,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,aging_or_access,温泉;大浴場,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
255,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477992761,ja,2026-06-30,2026-06-29,5,5,5,露天風呂がとても良かった,みやび館「やよい」檜内風呂/露天風呂付和室6畳(禁煙) 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,0,yes,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;露天風呂;露天風呂付,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
256,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477980370,ja,2026-06-28,2026-06-26,1,1,1,シャワーの温度が低すぎる,【タワー棟】喫煙和室10畳 【夕食17：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,260,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,temperature,温泉;大浴場,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
257,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477979205,ja,2026-06-28,2026-06-27,4,4,4,老舗の行き届いたサービスでゆったり過ごせる,【タワー棟】喫煙和室10畳 【5％OFF】【楽天スーパーSALE】和洋ビュッフェでモーニング！ファミリーにおすすめ1泊朝食プラン,122,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
258,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477973914,ja,2026-06-28,2026-06-27,5,5,4,利休懐石最高！,【タワー棟】禁煙和室10畳 【夕食17：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,64,yes,public_bath,public_bath_hot_spring;booking_confusion,operation_recheck,心晶;サウナ,대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
259,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477973046,ja,2026-06-28,2026-06-27,5,5,4,,タワー館最上階「1128」展望温泉内風呂付43平米(禁煙) 【夕食17：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,0,yes,room_bath;facility_wide,room_bath_hot_spring;water_texture,,温泉,객실 내탕/내풍呂 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
260,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477960104,ja,2026-06-26,2026-06-18,5,5,5,和モダン部屋と朝食満喫,タワー館最上階「和モダン」檜内風呂付43平米(禁煙) 【5％OFF】【楽天スーパーSALE】和洋ビュッフェでモーニング！ファミリーにおすすめ1泊朝食プラン,324,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture,cleanliness,,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
261,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477949860,ja,2026-06-25,2026-06-23,5,4,4,清潔で広い部屋と嬉野川の眺め、朝食も充実,【タワー棟】喫煙和室10畳 【夕食17：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,168,yes,facility_wide,water_texture,,温泉;広い,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
262,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477945958,ja,2026-06-24,2026-06-21,5,4,5,広々とした敷地と心温まるおもてなし,【タワー棟最上階】バリアフリー対応洋室ツイン（喫煙） 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,467,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access;cleanliness,トロトロ;清掃,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
263,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477945568,ja,2026-06-24,2026-06-11,5,5,5,眺めは残念、畳の香りと朝食は最高,温泉郷「雲仙」檜内風呂付和室12畳+寝室12畳(禁煙) 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,350,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
264,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477915485,ja,2026-06-21,2026-06-19,5,5,5,優しい雰囲気と充実設備、また来たい宿,花鳥苑「桃」檜内風呂/岩露天風呂付和室10畳（禁煙) 【選べるペアリング付】レストラン個室食/うれしの茶or日本酒をチョイス〜ワンランク上の贅沢懐石プラン,61,yes,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;露天風呂;露天風呂付,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
265,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477907463,ja,2026-06-20,2026-06-05,2,5,4,清潔な部屋と良い温泉、しかし工事と接客に残念,花鳥苑「笹」檜内風呂/岩露天風呂付和洋室8畳+洋室（禁煙) 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,207,yes,room_open_air_bath;room_bath;facility_wide,room_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;露天;露天風呂;露天風呂付,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,body_negative_with_context,high,issue_caution_calibration_needed
266,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477889635,ja,2026-06-18,2026-06-14,4,4,5,赤ちゃんとの初旅行、貸切風呂と食事に大満足,みやび館檜内風呂/露天風呂付和室8〜10畳(禁煙) 【夕食19：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,777,yes,room_open_air_bath;room_bath;private_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;private_bath_experience;crowding;booking_confusion,operation_recheck;aging_or_access;crowding,温泉;露天;露天風呂;大浴場;露天風呂付;貸切;貸切風呂;とろとろ,"객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 대절탕/貸切風呂 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
267,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477884046,ja,2026-06-17,2026-05-17,4,4,4,老舗宿の美味しい食事とトロトロの湯,【タワー棟】禁煙和室10畳 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,138,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,トロトロ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
268,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477873519,ja,2026-06-16,2026-06-11,4,4,4,静かな雰囲気とおもてなし最高、九州の旅を満喫,タワー館11階「和室ツイン」青森ヒバ内風呂付43平米(禁煙) 【夕食19：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,60,yes,room_bath,room_bath_hot_spring;booking_confusion,aging_or_access,,객실 내탕/내풍呂 맥락 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
269,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_0,Rakuten_33123477859675,ja,2026-06-14,2026-06-12,5,4,5,,タワー館最上階「和モダン」檜内風呂付43平米(禁煙) 【夕食19：30お約束】ワンランク上の贅沢/嬉野名物温泉湯豆腐と佐賀牛若楠豚しゃぶしゃぶプラン,0,yes,room_bath;facility_wide,room_bath_hot_spring;water_texture,,温泉,객실 내탕/내풍呂 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
270,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477851616,ja,2026-06-13,2026-06-11,4,4,3,急遽決まった旅でも嬉野で満喫！,【タワー棟】禁煙和室10畳 【5％OFF】【楽天スーパーSALE】和洋ビュッフェでモーニング！ファミリーにおすすめ1泊朝食プラン,209,no,unclear,booking_confusion,operation_recheck,,주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
271,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477827694,ja,2026-06-10,2026-05-17,5,5,4,安心安定の宿、日曜日の店探しは苦労,【温泉郷】純和風和室(禁煙) 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,43,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
272,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477816981,ja,2026-06-08,2026-06-05,3,3,3,お風呂の湯が気持ちよかった,【タワー棟】喫煙和室10畳 【夕食19：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,52,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
273,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477799498,ja,2026-06-06,2026-06-04,4,4,4,最上階の眺めと檜風呂、嬉野茶堪能,タワー館最上階「和モダン」檜内風呂付43平米(禁煙) 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,144,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access,温泉;大浴場;檜風呂,"객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
274,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477797888,ja,2026-06-06,2026-05-24,4,4,4,広々清潔な部屋と嬉野ならではの温泉豆腐,【タワー棟】禁煙和室10畳 【夕食17：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,196,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;露天;露天風呂;大浴場,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
275,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477791579,ja,2026-06-05,2026-06-01,3,2,2,充実した空間,【温泉郷】純和風和室(禁煙) 【夕食17：30お約束】ワンランク上の贅沢/嬉野名物温泉湯豆腐と佐賀牛若楠豚しゃぶしゃぶプラン,286,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
276,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477790962,ja,2026-06-05,2026-06-01,4,5,4,お部屋食事温泉は満足、ベッド角とポン酢残念,タワー館11階「和室ツイン」青森ヒバ内風呂付43平米(禁煙) 【贅を極める】貴方はどっち？しゃぶしゃぶor焼肉から選べる極上佐賀牛＆若楠豚堪能プラン,214,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
277,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477769412,ja,2026-06-02,2026-05-31,4,5,5,部屋の露天風呂は最高、朝食と駐車場は残念,【タワー棟】青森ヒバ使用・内風呂付き客室(禁煙)  【夕食19：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,126,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;booking_confusion,operation_recheck;aging_or_access,露天;露天風呂,"객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,aging_or_access",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
278,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477714387,ja,2026-05-26,2026-05-25,4,3,4,満足しました,タワー館最上階「1127」展望温泉内風呂付43平米(禁煙) 【夕食19：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,129,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,aging_or_access;temperature,温泉;大浴場;熱い;古い,"객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
279,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477713169,ja,2026-05-26,2026-05-17,4,3,3,スタッフさんの対応はよかった,タワー館最上階「1128」展望温泉内風呂付43平米(禁煙) 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,219,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,aging_or_access;insects;cleanliness,温泉;虫;広い,"객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,insects,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
280,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477711921,ja,2026-05-26,2026-05-25,2,2,2,大浴場への遠さが残念、泉質は満足,【タワー棟】喫煙和室10畳 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,260,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access,温泉;大浴場,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
281,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477705422,ja,2026-05-25,2026-05-23,4,4,3,ザッ 和多屋別荘！,【タワー棟】喫煙和室10畳 【夕食19：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,338,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;crowding,cleanliness;crowding,温泉;匂い,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
282,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477697013,ja,2026-05-24,2026-05-21,4,4,2,外観内装の劣化は残念、夕食は個室で良かった,【タワー棟】喫煙和室10畳 【春SALE】想〜和敬静寂/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食プラン,81,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
283,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477682743,ja,2026-05-22,2026-05-16,4,4,4,泉質が良く肌荒れも改善された,【タワー棟】禁煙和室10畳 【LUXDAYSセール】1泊朝食付/和洋ビュッフェでモーニング！グループやファミリーにおすすめ！,35,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,露天;露天風呂,객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
284,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477675400,ja,2026-05-21,2026-05-15,5,5,4,老舗宿で親孝行、新旧魅力満載の宿,温泉郷「塩原」檜内風呂付和室12畳(禁煙) 【夕食19：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,477,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access,温泉,"객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
285,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477672531,ja,2026-05-21,2026-05-17,5,5,5,3度目の滞在も有意義でした,【温泉郷】純和風和室(禁煙) 【夕食17：30お約束】ワンランク上の贅沢〜きたの茶園×瀬頭酒造×利休コラボ懐石個室食,335,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
286,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477665079,ja,2026-05-20,2026-05-14,5,5,4,スタッフ親切、食事と温泉最高で優雅な時間,【タワー棟】喫煙和室10畳 【夕食19：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,138,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
287,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477665033,ja,2026-05-20,2026-05-14,5,5,4,スタッフ親切、ホテル素敵、温泉と食事最高,【タワー棟】喫煙和室10畳 【夕食19：30お約束】初めての方におすすめ！温泉湯豆腐＆佐賀牛/若楠豚で佐賀満喫しゃぶしゃぶプラン,177,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
288,Rakuten,https://travel.rakuten.co.jp/HOTEL/40527/review.html,api_offset_20,Rakuten_33123477650395,ja,2026-05-18,2026-05-15,3,3,3,個室食でゆっくり、大浴場への距離は少し気になる,【タワー棟】喫煙和室10畳 【夕食17：30お約束】迷ったらこちら！旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,76,yes,public_bath,public_bath_hot_spring;booking_confusion,aging_or_access,大浴場;広い,대욕장/공용탕/사우나 맥락 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
