canonical_name_ja,aliases,research_priority_seed,research_priority_score,priority_reasons,preliminary_status,lodging_type_guess,max_visible_ota_reviews,rakuten_review_count,jalan_review_count,bath_signal_keywords,discovered_sources,official_url,rakuten_url,jalan_url,official_room_text,official_bath_text,jalan_desc,source_checked_at
湯布院 星の里,湯布院 星の里,Tier 3 / 보류,36,jalan_presence | private_or_family_bath_signal | source_flow_keyword | luxury_or_specialty_signal,core_ota_onsen_candidate,unclear,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad371960/,,,源泉100％かけ流しのとろっとろの天然温泉。(貸切風呂) ・中心地から離れているため、鳥や虫の鳴き声が聞こえるほど静かな空間 ・金鱗湖まで徒歩20分 ・由布院駅より無料送迎。(16:30/17:30/18:30) 【アクセス】 湯布院I.Cから車で約15分。由布院駅から車で約10分(無料送迎あり)。金鱗湖から徒歩約20分です。 MAP,2026-06-30
湯布院 樂涌,湯布院 樂涌,Tier 3 / 보류,36,rakuten_presence | jalan_presence | public_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,27,27,,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/191814/191814.html,https://www.jalan.net/yad381640/,,,【2024年3月OPEN】全10室に源泉かけ流し露天風呂を完備。由布院盆地を見下ろす高台に在る一軒の旅館。春夏の豊かな緑、秋の美しい紅葉、冬の立ち上る湯けむりと雲海、四季折々の風情をお樂しみください 【アクセス】 JR由布院駅からお車で約7分、湯布院ICからお車で約10分 MAP,2026-06-30
湯平温泉 ゆけむりの宿 花木綿,湯平温泉 ゆけむりの宿 花木綿,Tier 3 / 보류,36,jalan_presence | review_pool_500_plus | public_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,1590,,"1,590",has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad312289/,,,"4.8 1,590件 朝食、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 『じゃらんアワード2024 泊まって良かった宿大賞 夕食 第2位受賞』黒毛和牛や川魚など、品数多数の手作りの会席です！露天風呂は川のせせらぎや満天の星空がご覧いただけます。【全室＆食事処禁煙】 【アクセス】 大分自動車道湯布院ICから車で２０分、石畳通りには入らずに５番入口よりお越し下さい。 MAP",2026-06-30
湯平温泉 宿潦 ばん屋 ～お二人様専用の宿～,湯平温泉 宿潦 ばん屋 ～お二人様専用の宿～,Tier 3 / 보류,36,jalan_presence | some_room_bath_signal | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad316284/,,,【夕食と風呂の評価100点満点に感謝】 大人のお客様専用旅館。2021年客室リニューアル。豊後牛メインのご当地会席とビュッフェ形式の「おばんざい」が好評♪風情ある湯平温泉で4種の貸切風呂をご堪能下さい 【アクセス】 湯布院ＩＣより大分方面に約１５分、最寄の駅ＪＲ久大本線湯平駅よりタクシーで１０分。 MAP,2026-06-30
ＥＴＡＶＩＡ 湯布院駅前,ＥＴＡＶＩＡ 湯布院駅前,Tier 3 / 보류,36,jalan_presence | private_or_family_bath_signal | public_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,38,,38,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad387268/,,,4.4 38件 部屋、風呂、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 JR由布院駅より徒歩1分！ 目玉は由布岳を望みながらの源泉かけ流し展望貸切露天風呂！ トリプルルームは最大6名様迄宿泊可能で、家族やご友人・グループ・カップルに人気です。 湯布院観光に最適です☆ 【アクセス】 JR由布院駅徒歩1分 MAP,2026-06-30
Ｔｈｅ Ｖｉｌｌａｇｅ由布院 温泉グランピング,Ｔｈｅ Ｖｉｌｌａｇｅ由布院 温泉グランピング | ＴｈｅＶｉｌｌａｇｅ由布院温泉グランピング,Tier 3 / 보류,36,rakuten_presence | jalan_presence | review_pool_50_plus | private_or_family_bath_signal | source_flow_keyword | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,79,77,79,has_onsen_keyword | has_private_bath,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/180797/180797.html,https://www.jalan.net/yad388890/,,,4.7 79件 夕食、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ドームテントやベルテントで気軽にアウトドア気分を楽しめるほか、ファミリーでのご旅行や記念日旅行にもぴったり。さらに、源泉かけ流しの貸切風呂も備え、特別なひとときをお過ごしいただけます。 【アクセス】 JR由布院駅から車で6分。湯布院インターチェンジから車で12分。金鱗湖まで車で8分。 MAP,2026-06-30
ゆふいん椿,ゆふいん椿,Tier 3 / 보류,35,official_ryokan_association | private_or_family_bath_signal,core_official_ryokan_association,unclear,,,,has_private_bath,official_ryokan_association,http://yufuin-tsubaki.info/,,,和7,貸切風呂あり,,2026-06-30
由布院 つるのゆ,由布院 つるのゆ,Tier 3 / 보류,35,official_ryokan_association | private_or_family_bath_signal,core_official_ryokan_association,unclear,,,,has_private_bath,official_ryokan_association,http://tsurunoyu.info/,,,和3・洋1・離1（和）,家2,,2026-06-30
やまなみ旅館,やまなみ旅館,Tier 3 / 보류,34,jalan_presence | public_bath_signal | source_flow_keyword | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword | has_public_bath,jalan_spot_list,,,https://www.jalan.net/yad336943/,,,湯布院の街中から少し離れた静かな温泉旅館です。お部屋、露天風呂、テラスから由布岳の眺めは絶景！大浴場は源泉掛け流しの天然温泉 ※１９時以降チェックインご希望のお客様はご予約をご遠慮くださいませ 【アクセス】 湯布院インターより車で約５分 由布院駅より徒歩約１５分～２０分 MAP,2026-06-30
旅館 はちすの糸,旅館 はちすの糸,Tier 3 / 보류,34,jalan_presence | public_bath_signal | source_flow_keyword | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad304265/,,,由布岳を一望できる露天風呂、温泉は化粧水のようなトロリとした感触の源泉。 お料理は地元の食材を活かした逸品。 湯布院の自然と調和。静寂と贅沢を兼ね備えた当館で特別な時間をお過ごしください。 【アクセス】 【JR由布院駅より】徒歩１５分、車で５分 【湯布院インターより】車で５分 【大分空港より】車で６０分 MAP,2026-06-30
和風旅館 津江の庄,和風旅館 津江の庄,Tier 3 / 보류,33,official_ryokan_association | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath,official_ryokan_association,https://tsuenosho.com/,,,和7・離1（檜風呂付）,内2・露2,,2026-06-30
旅館 上の湯,旅館 上の湯,Tier 3 / 보류,33,official_ryokan_association | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath,official_ryokan_association,http://jyounoyu.com,,,和10・和洋1,内１・露２・展望露１,,2026-06-30
旅館 白雲荘,旅館 白雲荘,Tier 3 / 보류,30,jalan_presence | review_pool_200_plus | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,223,,223,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad378960/,,,4.8 223件 夕食、朝食、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 家族経営の気兼ねなく泊まれる、和の雰囲気漂う小さな温泉宿です。クチコミで評判の料理は地元食材を使った里山料理。温泉は無料の貸切湯をご利用ください。談話室にて無料の珈琲もご用意しております。 【アクセス】 大分自動車道湯布院ICより約20分 MAP,2026-06-30
旅館まるや,旅館まるや,Tier 3 / 보류,30,jalan_presence | review_pool_200_plus | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,493,,493,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad326541/,,,4.5 493件 夕食、風呂、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 5代目社長が作る旬の地元野菜や豊後牛からなる会席料理は出汁をひくところからはじまる。また朝・夕ともにお部屋食でゆっくりといただけ、2つの貸切風呂を好きなだけつかえるのも魅力の1つ。 【アクセス】 高速大分道湯布院ICより車で２０分。 MAP,2026-06-30
湯布院温泉 ｆｏｒｅｓｔ ｉｎｎ ＢＯＲＮ,湯布院温泉 ｆｏｒｅｓｔ ｉｎｎ ＢＯＲＮ | forest inn BORN,Tier 3 / 보류,30,rakuten_presence | jalan_presence | review_pool_200_plus,core_ota_onsen_candidate,ryokan_or_inn,339,179,339,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/80781/80781.html,https://www.jalan.net/yad345707/,,,5.0 339件 清潔感、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 標高600mの湯布院塚原高原の森の中、豊かな自然の中にまだ知らない隠れ家のような場所。 地元食材を使った湯布院フレンチや温泉を楽しめる私だけの秘境。 【アクセス】 大分自動車道（由布岳スマートＩＣの場合）約２分※ＥＴＣ搭載車のみ（湯布院ＩＣの場合）約２０分 MAP,2026-06-30
由布の小部屋,由布の小部屋,Tier 3 / 보류,30,jalan_presence | review_pool_200_plus | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,397,,397,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad320896/,,,3.9 397件 風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 静かでアットホームな雰囲気で過せる、すべてセルフで気楽な宿です。 湯布院を素泊まりで格安で！ゆのつぼ街道まで徒歩5分 温泉は天然100％かけ流しで２ヶ所のうち1ヶ所は朝まで鍵付きで入れます。 【アクセス】 湯布院ICから車で１０分 MAP,2026-06-30
かわもと別邸926,かわもと別邸926,Tier 3 / 보류,28,jalan_presence | private_or_family_bath_signal | source_flow_keyword,secondary_onsen_lodging,ryokan_or_inn,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad337842/,,,どのように滞在するか お客様が創る宿 湯布院駅から徒歩5分 湯布院インターから車で7分 源泉掛け流し温泉が露天・室内で楽しめる プライベート庭でバーベキューと花火も楽しめる 完全貸切宿 【アクセス】 由布院駅からは徒歩５分、湯布院ICからは車で７分 という便利なロケーション。 MAP,2026-06-30
かわもと別邸３４６６,かわもと別邸３４６６,Tier 3 / 보류,28,jalan_presence | private_or_family_bath_signal | source_flow_keyword,secondary_onsen_lodging,ryokan_or_inn,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad375042/,,,どのように滞在するか お客様が創る宿 湯布院駅から徒歩１２分 湯布院インターから車で８分 源泉掛け流し由布院温泉が露天・室内・足湯で楽しめる 専用テラスでバーベキュー出来る 完全貸切宿 【アクセス】 由布院駅からは徒歩１２分 湯布院ICからは車で８分 敷地内に無料駐車場（大型車３台駐車可能） MAP,2026-06-30
旅館 都屋,旅館 都屋,Tier 3 / 보류,28,jalan_presence | review_pool_500_plus,core_ota_onsen_candidate,ryokan_or_inn,664,,664,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad312533/,,,4.8 664件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 温泉情緒漂う湯平温泉の石畳沿いにあるこじんまり宿。３代目女将が「お腹をすかしてきてね。」というくらい手つくり料理には自信あり！品数も、ボリュームも文句なし。 【アクセス】 大分自動車道湯布院ICより国道210号線を大分市内方面へ車で15分。湯平駅より車で3分。 MAP,2026-06-30
湯布院 ホテル森のテラス,湯布院 ホテル森のテラス,Tier 3 / 보류,28,jalan_presence | review_pool_200_plus | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,365,,365,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad396522/,,,4.6 365件 朝食、夕食、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ヨーロッパを訪れたようなレンガ調の隠れ家ホテル 静かな森の中で温泉と美食の癒し旅を・・・ 都会の喧騒から離れ、のんびり至福の時をお過ごし下さい。 ＜全室無料Wi-Fi完備＞ 【アクセス】 【電車】JR久大本線由布院駅より車で約8分（2.5㎞） 【車】大分自動車道 湯布院ICより約5分（1.7㎞） MAP,2026-06-30
湯平温泉 旅館いづもや,湯平温泉 旅館いづもや,Tier 3 / 보류,28,jalan_presence | review_pool_500_plus,core_ota_onsen_candidate,ryokan_or_inn,547,,547,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad324458/,,,4.9 547件 朝食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【九州じゃらんアワード2025】泊まって良かった宿大賞 総合１位受賞。(1室～50室）朝食１位、接客・サービス２位、夕食３位、都道府県部門総合１位受賞。皆様のお越しを心よりお待ちいたしております。 【アクセス】 【電車】JR送迎は致しておりません。【車】高速湯布院ＩＣより約20分。専用駐車場は④番『弁財天入口』前 MAP,2026-06-30
由布のお宿 ほたる,由布のお宿 ほたる,Tier 3 / 보류,28,jalan_presence | review_pool_500_plus,core_ota_onsen_candidate,ryokan_or_inn,852,,852,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad300275/,,,4.8 852件 風呂、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【ズバ抜けたとろ～っとろの湯】が湧き出る宿。 由布院に温泉は数あれど、ここで湧き出る湯は超が付くほど格別。 皆様にこの湯をぜひ堪能して頂きたい。 【温泉通】のお客様をも唸らせる程の名湯です。 【アクセス】 なんと湯布院ICより車で２分の好立地。湯布院ICを出たら直ぐに到着です。 JRやバスの方には送迎もアリ。 MAP,2026-06-30
ＴＥＲＲＡ湯布院,ＴＥＲＲＡ湯布院,Tier 3 / 보류,28,jalan_presence | private_or_family_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad321405/,,,湯布院の極上温泉を、いつでもプライベートで 各棟に24時間いつでもお好きな時にお楽しみいただける 全部屋源泉掛け流しのお風呂完備。 自分だけの癒しの時間を贅沢に過ごしてください。 【アクセス】 湯布院ICよりお車で約4分(2.4km) 由布院駅よりタクシーで約4分（1.2km） MAP,2026-06-30
ゆふいん月燈庵,ゆふいん月燈庵,Tier 3 / 보류,26,jalan_presence | review_pool_200_plus | public_bath_signal | luxury_or_specialty_signal | manual_review_needed,manual_review_needed,ryokan_or_inn,350,,350,,jalan_spot_list,,,https://www.jalan.net/yad320286/,,,4.5 350件 夕食、朝食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院中心地から離れ都会の喧騒を忘れさせる宿。約１万坪の自然あふれる敷地に１８棟の露天風呂付き離れ客室を配す贅沢。鮮やかな新緑の中、川のせせらぎ、鳥の声、木々の囁きをＢＧＭに至福のひと時をぜひ 【アクセス】 湯布院ICより車で１５分。由布院駅より車で７分。大分空港より車で６０分。 MAP,2026-06-30
ゆふいん森のホテル Ｓｈａｎ－Ｊｅｗｅｌ（シャン・ジュエル）,ゆふいん森のホテル Ｓｈａｎ－Ｊｅｗｅｌ（シャン・ジュエル）,Tier 3 / 보류,26,jalan_presence | private_or_family_bath_signal | public_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad368650/,,,おんせんベーグル付プラン新登場！森の中の小さな隠れ家Shan-Jewel 夕食のご希望は当館公式instaglamにDMで事前にご要望下さい♪ お部屋は特注和モダンベッド＆貸切温泉は泉質Ph8.5の露天風呂です♪ 【アクセス】 大分自動車道 湯布院ICより車で10分／JR由布院駅よりタクシーで5分、徒歩で25分 MAP,2026-06-30
由布の彩 ＹＡＤＯＹＡ おおはし ,由布の彩 ＹＡＤＯＹＡ おおはし ,Tier 3 / 보류,26,jalan_presence | review_pool_500_plus | luxury_or_specialty_signal | manual_review_needed,manual_review_needed,ryokan_or_inn,2012,,"2,012",,jalan_spot_list,,,https://www.jalan.net/yad302736/,,,"4.9 2,012件 接客、風呂、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ◆2009年4月OPENの2名様限定の宿◆ 湯布院の中心から少し離れた静かな場所に建つ。 精肉店オーナーが仕入れる最高級の和牛はとろける食感！ 大人の為の贅沢な食と、癒しの時間がお待ちしております。 【アクセス】 ◆由布院駅よりお車で5分程でございます。 MAP",2026-06-30
由布院温泉 オーベルジュ 檪屋,由布院温泉 オーベルジュ 檪屋,Tier 3 / 보류,26,jalan_presence | source_flow_keyword | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad306854/,,,湯布院の中心から少し離れた静かな場所に佇み、掛け流しの温泉があるオーベルジュ檪屋。 四季折々の旬の旨味を閉じ込めたフレンチに舌鼓。 日常を忘れ贅沢で優雅なひとときを大切な方と共に…＜Wi-Fi完備＞ 【アクセス】 JR由布院駅からお車で約7分、湯布院ＩＣより車で10分、湯布院の中心より少し離れた閑静な鳥越にございます MAP,2026-06-30
由布院迎賓館 鳥越別邸,由布院迎賓館 鳥越別邸,Tier 3 / 보류,26,jalan_presence | source_flow_keyword | luxury_or_specialty_signal,secondary_onsen_lodging,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad340860/,,,【新規開業】最大10名様までご宿泊可能の豪邸！JR由布院駅より車で10分！ 源泉かけ流し、キッチン、カラオケ、駐車場有り。 豊かな自然の中で、日常を離れた贅沢なひとときをご提供 【アクセス】 JR由布院駅より車で10分、湯の坪街道まで車で5分。 MAP,2026-06-30
ＥＴＡＶＩＡ 湯布院 金鱗湖,ＥＴＡＶＩＡ 湯布院 金鱗湖,Tier 3 / 보류,26,jalan_presence | public_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,6,,6,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad353372/,,,4.5 6件 風呂、接客、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 2022年4月にリニューアルオープン！湯の坪街道沿い！金鱗湖より徒歩5分♪ 源泉かけ流し温泉でつるつる美肌に！！☆露天風呂付の客室あり！ ご家族やご友人グループに♪シングルルームもあり一人旅にも！ 【アクセス】 JR由布院駅より徒歩18分 車で5分 MAP,2026-06-30
湯布院カントリーロードユースホステル,湯布院カントリーロードユースホステル,Tier 3 / 보류,24,jalan_presence | review_pool_50_plus | source_flow_keyword | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,guesthouse_or_bnb,114,,114,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad347915/,,,4.8 114件 接客、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の夜景を一望できる高台に建つ【ユースホステル】★ みんなでわいわい♪旅人同士で交流を楽しみたいなら当館へ！ 源泉掛け流しのつるつる美肌の温泉や毎晩開催される楽しいイベントが大好評♪ 【アクセス】 JR由布院駅より車で5分/バスセンターより塚原行きバス ドライバーにユースホステルに行きたいと告げる MAP,2026-06-30
田舎村 いなか荘,田舎村 いなか荘,Tier 3 / 보류,24,jalan_presence | review_pool_50_plus | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,75,,75,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad311290/,,,4.5 75件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【1日4組限定】お風呂は貸切風呂のみ！ 創業30年以上、豊後牛と薩摩地鶏の炭火焼が人気！ 宿からは山や川が見えるのどかな風景が広がります。 お部屋は和室８畳とキッチンがついており持ち込みもＯＫ 【アクセス】 湯布院ＩＣより車で15分。由布院駅よりタクシーで7分。 MAP,2026-06-30
由布院温泉 旅館光の家,由布院温泉 旅館光の家 | 由布院温泉 旅館 光の家,Tier 3 / 보류,24,rakuten_presence | jalan_presence | review_pool_50_plus,core_ota_onsen_candidate,ryokan_or_inn,120,120,,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/14835/14835.html,https://www.jalan.net/yad353198/,,,辻馬車が目の前を通り、蹄音が心地よく響く。旅館という枠に問わられず、古道具屋、古着屋、図書室、茶室を備える。ポップアップ、ワークショップ、音楽ライブ、トークイベント開催。 【アクセス】 JR由布院駅より車で6分、湯布院インターより車で12分。（駅から鳥居を抜け宇奈岐日女神社の手前を左折。） MAP,2026-06-30
ペンション長閑郷,ペンション長閑郷,Tier 3 / 보류,22,jalan_presence | review_pool_200_plus | private_or_family_bath_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,pension,382,,382,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad303784/,,,4.5 382件 接客、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布岳の大パノラマが魅力で、特に露天からの眺めが抜群！露天、内湯はどちらも貸切できる。オーナー手作り料理も好評◎お酒、おつまみ等持ち込みＯＫ！ 【アクセス】 ＪＲ由布院駅より車で５分、高速道路湯布院インターより車で１０分 MAP,2026-06-30
ゆふいん温泉 コテージ湖畔,ゆふいん温泉 コテージ湖畔,Tier 3 / 보류,20,jalan_presence | review_pool_500_plus | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,844,,844,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad379804/,,,4.5 844件 部屋、接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 四季折々の自然を間近に感じながら、観光名所まで徒歩圏内という抜群の立地！幻想的な朝霧漂う金鱗湖も徒歩約1分です。全部屋キッチン付など設備も充実。内湯付きの独立型ログハウスが大人気♪ＢＢＱ持込可 【アクセス】 由布院駅より車で約５分／徒歩約３０分☆金鱗湖ほとり「洋灯舎」下、「天祖神社」横の急坂を下りつきあたり MAP,2026-06-30
由布院温泉グランピング 風の響き,由布院温泉グランピング 風の響き,Tier 3 / 보류,20,jalan_presence | private_or_family_bath_signal | source_flow_keyword | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad301578/,,,大自然に囲まれた秘境の地で、源泉かけ流しのプライベート温泉に癒される 「かぜのひびきひろば」をはじめ、大人も子供も楽しめる要素が満載！ 徒歩圏内に「金鱗湖」や「湯の坪街道」もあります。 【アクセス】 JR由布院駅から車で7分。湯布院インターチェンジから車で12分。金鱗湖まで車5で分。 MAP,2026-06-30
AMBER Yufuin,AMBER Yufuin,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,7,,7,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad389071/,,,5.0 7件 部屋、接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 極上の天然温泉に癒される贅沢な時間 195㎡の3LDK貸切空間で、 家族や仲間と【上質なひととき】を。 由布院駅から車で4分、駐車も3台まで可能！ 静けさと快適さを兼ね備えた空間。 【アクセス】 JR由布院駅から徒歩10分の好立地 スマートチェックインを使用しての現地宿にてのチェックインとなります。 MAP,2026-06-30
ゆふいん 別墅 ＭＵＳＡ,ゆふいん 別墅 ＭＵＳＡ,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal | public_bath_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad306499/,,,2024年OPEN【ゆふいん花由】の別邸。自然豊かな高台に佇む大人限定の一棟貸切旅館。木々の音や鳥のさえずりが聞こえる静かな場所で、雄大な景色とゆったり浸かれる露天風呂をお楽しみ下さい 【アクセス】 湯布院ICより車で5分。JR由布院駅よりタクシーで７分程度です。 MAP,2026-06-30
和モダンな温泉旅館 湯布院旅の蔵,和モダンな温泉旅館 湯布院旅の蔵,Tier 3 / 보류,18,jalan_presence | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad302529/,,,源泉100%かけ流しの天然温泉。ホテル内にたくさんの見どころとフリーキッチンがあり、家族、仲間や女子旅で楽しく泊まれる宿です。金鱗湖や湯の坪通りまで徒歩圏 【アクセス】 ■湯布院I.Cから車で約10分。JR由布院駅からタクシーで約5分、徒歩約15分。金鱗湖まで徒歩１０分です。 MAP,2026-06-30
天空の宿 ゆふそら,天空の宿 ゆふそら,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad365218/,,,"600坪の森に佇む30坪・平屋の一棟貸切宿。 由布岳と盆地を一望する絶景ドッグランを併設、ワンちゃんは2頭まで無料(3頭目から2,000円) 愛犬と非日常を愉しむ贅沢なひとときを。※室内は要マナーベルト着用 【アクセス】 大分自動車道下車、湯布院ＩＣより約１５分 MAP",2026-06-30
宿 上の杜,宿 上の杜,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad337626/,,,湯布院の貸切温泉がある宿泊できるエステサロン！由布院駅から徒歩10分。経験豊富なオーナーの施術を求めて全国から来るお客様の為に空き部屋を提供したのが始まり。一日三組だけの時間をお楽しみください。 【アクセス】 ＪＲ久大線 由布院駅より徒歩10分／湯布院ＩＣより車で10分 MAP,2026-06-30
山紫水明の宿 わさく,山紫水明の宿 わさく,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,36,,36,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad324398/,,,4.2 36件 接客、部屋、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 一棟貸切の一軒家。 浴槽に鉱石を使用した畳風呂の【もみじ館】とコンパクトな造りが心地よい【櫻館】。 由布院の中心街から少し離れたプライベート空間で、心も体もリラックス♪ 【アクセス】 由布院駅より徒歩15分 車で5分 MAP,2026-06-30
旅館たつみ,旅館たつみ,Tier 3 / 보류,18,jalan_presence | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad337050/,,,湯の坪通りまで徒歩３分で観光に最適♪源泉掛け流しの温泉。 由布院駅から徒歩5分と好立地。６月には当館前の川でホタルが見えることも♪ 【アクセス】 電車→ＪＲ由布院駅より徒歩約5分 / 最寄IC→湯布院IC MAP,2026-06-30
森ごと貸切・湯布院 国立公園のログハウス 彩2ndHOUSE,森ごと貸切・湯布院 国立公園のログハウス 彩2ndHOUSE,Tier 3 / 보류,18,jalan_presence | private_or_family_bath_signal,core_ota_onsen_candidate,unclear,,,,has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad309672/,,,,2026-06-30
