canonical_name_ja,aliases,preliminary_inclusion,lodging_type_guess,onsen_signal_keywords,discovered_sources,official_url,rakuten_url,rakuten_review_count,jalan_url,jalan_review_count,official_room_text,official_bath_text,room_open_air_bath_scope,public_bath_claim,private_bath_claim,jalan_desc,source_checked_at,normalized_key
湯布院別荘 四季彩ホテル,湯布院別荘 四季彩ホテル,include_official_association,onsen_hotel_or_resort,源泉 | 掛け流し | 露天 | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://www.yufuin-bessou.jp/,https://travel.rakuten.co.jp/HOTEL/141911/141911.html,304,https://www.jalan.net/yad331600/,324,洋29,露2・家2（露）,unknown,official_association_claim,official_association_claim,4.0 324件 接客、清潔感、夕食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 全室、35㎡以上の広い洋室 旬の食材をふんだんに使用した当館自慢の会席料理は絶品です。 無料駐車場30台 源泉掛け流し露天風呂と貸切風呂の湯彩をお楽しみ下さい。 【アクセス】 JR由布院駅より車で5分、徒歩25分、湯布院ＩＣより車で7分、大分空港より湯布院直行高速バスで55分。 MAP,2026-06-29,四季彩ホテル
湯平ゲストハウス,湯平ゲストハウス,include_onsen_signal,unknown_lodging,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad356069/,42,,,,,,4.7 42件 夕食、清潔感、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大分県の郷土料理レストランが併設された温泉宿泊施設として２０２５年にオープンしました。大分県佐賀関から毎朝、直送される「関あじ・関さば」などの魚介類や郷土料理「鳥天」などをご賞味ください。 【アクセス】 大分自動車道湯布院ICから車で２０分、石畳通りには入らずに５番入口よりお越し下さい。 MAP,2026-06-29,湯平ゲストハウス
湯平温泉 ゆけむりの宿 花木綿,湯平温泉 ゆけむりの宿 花木綿,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad312289/,"1,590",,,,,,"4.8 1,590件 朝食、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 『じゃらんアワード2024 泊まって良かった宿大賞 夕食 第2位受賞』黒毛和牛や川魚など、品数多数の手作りの会席です！露天風呂は川のせせらぎや満天の星空がご覧いただけます。【全室＆食事処禁煙】 【アクセス】 大分自動車道湯布院ICから車で２０分、石畳通りには入らずに５番入口よりお越し下さい。 MAP",2026-06-29,湯平温泉ゆけむりの宿花木綿
湯平温泉 宿彩暁雲荘 源泉掛け流し大人限定宿,湯平温泉 宿彩暁雲荘 源泉掛け流し大人限定宿,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 内湯 | 貸切 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad332318/,545,,,,,,4.8 545件 朝食、夕食、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 1日3組様のみお迎えする大人限定宿。湯平温泉100%の源泉を掛け流す温泉内湯付き離れと専用貸切り風呂付き客室。湯平絢爛会席と合わせて大人旅をお楽しみください。 【アクセス】 大分自動車道 湯布院ICより車で20分/JR湯平駅よりバスで7分。 MAP,2026-06-29,湯平温泉宿彩暁雲荘源泉掛け流し大人限定宿
湯平温泉 宿潦 ばん屋 ～お二人様専用の宿～,湯平温泉 宿潦 ばん屋 ～お二人様専用の宿～,include_onsen_signal,ryokan_or_inn,温泉 | 貸切 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad316284/,,,,,,,【夕食と風呂の評価100点満点に感謝】 大人のお客様専用旅館。2021年客室リニューアル。豊後牛メインのご当地会席とビュッフェ形式の「おばんざい」が好評♪風情ある湯平温泉で4種の貸切風呂をご堪能下さい 【アクセス】 湯布院ＩＣより大分方面に約１５分、最寄の駅ＪＲ久大本線湯平駅よりタクシーで１０分。 MAP,2026-06-29,湯平温泉宿潦ばん屋お二人様専用の宿
湯平温泉 癒しの宿 鷹勝,湯平温泉 癒しの宿 鷹勝,include_onsen_signal,ryokan_or_inn,温泉,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/144993/144993.html,645,,,,,,,,,2026-06-29,湯平温泉癒しの宿鷹勝
湯平温泉 旅館いづもや,湯平温泉 旅館いづもや,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad324458/,547,,,,,,4.9 547件 朝食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【九州じゃらんアワード2025】泊まって良かった宿大賞 総合１位受賞。(1室～50室）朝食１位、接客・サービス２位、夕食３位、都道府県部門総合１位受賞。皆様のお越しを心よりお待ちいたしております。 【アクセス】 【電車】JR送迎は致しておりません。【車】高速湯布院ＩＣより約20分。専用駐車場は④番『弁財天入口』前 MAP,2026-06-29,湯平温泉旅館いづもや
日の春旅館,日の春旅館 | 由布院温泉 日の春旅館,include_official_association,ryokan_or_inn,露天 | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.hinoharu.jp/,,,https://www.jalan.net/yad340740/,,和11（風呂付9）,露2・家3（内1・露2）,some_rooms,official_association_claim,official_association_claim,【貸切風呂無料】自然の趣きを大切にした宿。観光の中心地にありながら湯量豊富な露天風呂と由布院ならではの美味しい料理を味わえる。 【アクセス】 JR由布院駅から徒歩15分、車で5分。高速湯布院インターから車で10分。 MAP,2026-06-29,日の春旅館
美食懐石と露天風呂付き離れ宿 旅籠 hatago 香乃蔵,美食懐石と露天風呂付き離れ宿 旅籠 hatago 香乃蔵,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad362472/,105,,,,,,4.7 105件 夕食、朝食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ≪2024年1月に館内を一部リニューアル≫旅情あふれる湯の里に、古き良き風情を今に伝える憩いの宿。 みずみずし旬の素材を活かした料理と露天風呂付きの離れで心なごむ時間を満喫してください。 【アクセス】 ＪＲ由布院駅より車で１０分 MAP,2026-06-29,美食懐石と露天風呂付き離れ宿旅籠hatago香乃蔵
楓の小舎,楓の小舎 | 由布院温泉 楓の小舎,include_official_association,unknown_lodging,露天 | 内湯 | 貸切 | 風呂 | 湯布院 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://www.yufuin-kaede.com,https://travel.rakuten.co.jp/HOTEL/72793/72793.html,275,https://www.jalan.net/yad332520/,907,離6（和3・和洋2・洋1） 全室内湯・露天付,露1（貸切）・全室岩盤浴付,all_or_many_rooms,official_association_claim,official_association_claim,4.7 907件 接客、朝食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布院駅より車で５分。由布岳の麓に佇む隠れ宿。露天風呂、内湯完備の客室でのんびりとお過ごし下さい。お一人様用客室もございます。地元食材を使った料理はすべて手作りの拘り。 【アクセス】 湯布院ＩＣより車で８分。由布院駅よりタクシーで５分。 MAP,2026-06-29,楓の小舎
別荘 今昔庵,別荘 今昔庵,include_official_association,ryokan_or_inn,露天 | 貸切 | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,http://www.konjakuan.co.jp/index.htm,,,https://www.jalan.net/yad313965/,,和2（風呂付1）・和洋1・ 離4（全室露天付）,内2・露2 ＊貸切利用可,all_or_many_rooms,official_association_claim,official_association_claim,和の風情溢れる造り120年前の庄屋を改築した母屋と露天風呂付離れの2タイプ。 【アクセス】 ＪＲ由布院駅から車で７分。徒歩２０分。 MAP,2026-06-29,今昔庵
別荘ふるさと,別荘ふるさと,include_onsen_signal,ryokan_or_inn,温泉 | かけ流し | 露天 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad372942/,,,,,,,一棟二階建離れで過ごす、静かなプライベート。大人の旅、家族の旅に選ばれる隠れ宿。Ａ５ランクの豊後牛を堪能。かけ流しの露天風呂付温泉。駅から歩ける近さ。夫婦で手作り料理のおもてなしの宿 【アクセス】 ＪＲ由布院駅より徒歩６分 MAP,2026-06-29,ふるさと
別邸Ｇｅｎｓｅｎ,別邸Ｇｅｎｓｅｎ,include_onsen_signal,unknown_lodging,温泉 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad374533/,,,,,,,【温泉付一棟貸し】人気観光スポットからも徒歩圏内に位置しながらも、由布院の自然を満喫！ 暮らすような滞在/プライベートBBQ/ハンモックに揺られる時間/プライベート温泉で癒されます 【アクセス】 【チェックイン】チェックインコード/QRコードをお送りします。コードをお控えの上施設にお越しください。 MAP,2026-06-29,別邸gensen
豊後水道絶品海鮮が自慢の料理宿 木蓮,豊後水道絶品海鮮が自慢の料理宿 木蓮,include_onsen_signal,ryokan_or_inn,源泉 | 露天 | 貸切 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad365654/,393,,,,,,3.8 393件 夕食、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【料理重視派におすすめ】佐賀関で獲れた地魚＆奥豊後豚の木蓮鍋が好評。２つの貸切露天風呂は化粧水いらずの源泉100％掛流し美人湯。お部屋食プランもあり、ゆったり寛げるアットホームなおもてなしが◎ 【アクセス】 大分自動車道湯布院ＩＣより車で約10分。金鱗湖より徒歩10分。佛山寺より徒歩３分程でございます。 MAP,2026-06-29,豊後水道絶品海鮮が自慢の料理宿木蓮
民宿つたや,民宿つたや,needs_manual_review,ryokan_or_inn,由布院,jalan_spot_list,,,,https://www.jalan.net/yad310901/,,,,,,,家庭的な暖かい雰囲気で皆様をおもてなしさせていただきます。 田舎のお家に帰ってきたようなお気持ちで、のんびりとお過ごし下さい。 【アクセス】 ＪＲ久大本線 由布院駅より車で３分 MAP,2026-06-29,民宿つたや
癒しの宿 鷹勝,癒しの宿 鷹勝,needs_manual_review,ryokan_or_inn,風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad324866/,14,,,,,,4.8 14件 接客、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 福岡・銀座に生け簀料理店・会員制寿司店を構える「鷹勝」が手掛ける和風旅館。 2013年に江戸時代から続いた老舗宿を継承。 14室中、ペットも泊まれる客室は4室。 【アクセス】 湯布院インターから車で約25分。石畳通りの上方にあります。＜薬師堂入口＞よりお入り下さい。 MAP,2026-06-29,癒しの宿鷹勝
癒しの里 観布亭（かんぷてい）,癒しの里 観布亭（かんぷてい）,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad321091/,"1,163",,,,,,"4.4 1,163件 風呂、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 雄大な由布岳を眺めながら、お部屋の半露天風呂で静かなひとときを。 全6室だからこそ叶う、きめ細やかなおもてなし。 湯上りには無料の生ビールやアイスのサービスが好評です。 【アクセス】 湯布院インターより車で7分。由布院駅より徒歩15分 MAP",2026-06-29,癒しの里観布亭かんぷてい
柚富の郷 彩岳館,柚富の郷 彩岳館 | 由布院温泉 柚富の郷 彩岳館,include_official_association,unknown_lodging,,official_ryokan_association | rakuten_area_list,http://www.saigakukan.co.jp,https://travel.rakuten.co.jp/HOTEL/20453/20453.html,335,,,和16・和洋8,内2・露2・家2（内・露）,unknown,official_association_claim,official_association_claim,,2026-06-29,柚富の郷彩岳館
由布のお宿 ほたる,由布のお宿 ほたる,include_onsen_signal,ryokan_or_inn,温泉 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad300275/,852,,,,,,4.8 852件 風呂、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【ズバ抜けたとろ～っとろの湯】が湧き出る宿。 由布院に温泉は数あれど、ここで湧き出る湯は超が付くほど格別。 皆様にこの湯をぜひ堪能して頂きたい。 【温泉通】のお客様をも唸らせる程の名湯です。 【アクセス】 なんと湯布院ICより車で２分の好立地。湯布院ICを出たら直ぐに到着です。 JRやバスの方には送迎もアリ。 MAP,2026-06-29,由布のお宿ほたる
由布の彩 ＹＡＤＯＹＡ おおはし ,由布の彩 ＹＡＤＯＹＡ おおはし ,needs_manual_review,unknown_lodging,風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad302736/,"2,012",,,,,,"4.9 2,012件 接客、風呂、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ◆2009年4月OPENの2名様限定の宿◆ 湯布院の中心から少し離れた静かな場所に建つ。 精肉店オーナーが仕入れる最高級の和牛はとろける食感！ 大人の為の贅沢な食と、癒しの時間がお待ちしております。 【アクセス】 ◆由布院駅よりお車で5分程でございます。 MAP",2026-06-29,由布の彩yadoyaおおはし
由布の宿 きふう,由布の宿 きふう,include_official_association,ryokan_or_inn,貸切,official_ryokan_association,http://kifuu258.wix.com/yufuin,,,,,和4・洋2,内1・露1 ＊貸切利用可,unknown,official_association_claim,official_association_claim,,2026-06-29,由布の宿きふう
由布の小部屋,由布の小部屋,include_onsen_signal,unknown_lodging,温泉 | かけ流し | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad320896/,397,,,,,,3.9 397件 風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 静かでアットホームな雰囲気で過せる、すべてセルフで気楽な宿です。 湯布院を素泊まりで格安で！ゆのつぼ街道まで徒歩5分 温泉は天然100％かけ流しで２ヶ所のうち1ヶ所は朝まで鍵付きで入れます。 【アクセス】 湯布院ICから車で１０分 MAP,2026-06-29,由布の小部屋
由布の癒 友里,由布の癒 友里,include_official_association,unknown_lodging,風呂,official_ryokan_association,https://hpdsp.jp/yuhri/,,,,,離10（洋1・和洋9）,個室露・個室内風呂,all_or_many_rooms,unknown,official_association_claim,,2026-06-29,由布の癒友里
由布の癒 友里 ～大人2名様限定の全室露天付き離れ宿～,由布の癒 友里 ～大人2名様限定の全室露天付き離れ宿～,include_onsen_signal,ryokan_or_inn,源泉 | かけ流し | 露天 | 内湯 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad382450/,912,,,,,,4.3 912件 接客、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ◆全て趣の異なる離れ全１０室に内湯と源泉かけ流しの露天風呂◆１２時チェックアウト≪通常プラン≫◆１室大人２名様限定の隠れ家的癒し宿◆『由布の癒 友里』を是非ご堪能下さいませ＜全室Wi-Fi完備＞ 【アクセス】 大分自動車道 湯布院ICより車で約10分 MAP,2026-06-29,由布の癒友里大人2名様限定の全室露天付き離れ宿
由布の里 旅荘 牧場の家,由布の里 旅荘 牧場の家,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad320901/,,,,,,,昔、牛飼いをしていた初代社長が名づけた「牧場の家」。施設内に牛がいるわけではありません＾＾； 自慢の大露天風呂、離れ客室、素朴で美味しい料理、スタッフのおもてなしで癒しの時をお過ごしください。 【アクセス】 由布院駅より牧場の家（まきばのいえ）まで徒歩8分。お車で2分程の好立地！ MAP,2026-06-29,由布の里旅荘牧場の家
由布院 いよとみ,由布院 いよとみ,include_official_association,unknown_lodging,温泉 | 内湯 | 貸切 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.iyotomi.jp/,,,https://www.jalan.net/yad320384/,,和9（内湯付1）・洋3（シングル1）・和洋1,家3（内2・露1）,some_rooms,official_association_claim,official_association_claim,5つの100％天然温泉はすべて貸切！ お食事は朝夕ともに、地の恵みを活かした旬のごちそうをお愉しみいただけます。 一人旅も大歓迎です。 【アクセス】 ＪＲ由布院駅より徒歩7分・車にて3分 大分自動車道湯布院ＩＣより車にて約10分 MAP,2026-06-29,いよとみ
由布院 ことぶき花の庄,由布院 ことぶき花の庄 | 由布院ことぶき花の庄,include_official_association,unknown_lodging,湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.hananosho.co.jp/,,,https://www.jalan.net/yad392120/,,和46・洋4,内2・露2・サ2,unknown,official_association_claim,unknown,由布院駅徒歩５分。由布岳を望む客室、風情のある二千坪のお庭に能舞台(9月に夜能開催)、茅葺きの「ほたる舎(囲炉裏付)」「水車小屋(茶室)」、木々に囲まれた山里の雰囲気ある佇まいのお宿です。 【アクセス】 由布院駅より徒歩５分・タクシー３分。湯布院ＩＣより車で８分 MAP,2026-06-29,ことぶき花の庄
由布院 つるのゆ,由布院 つるのゆ,include_official_association,unknown_lodging,由布院,official_ryokan_association,http://tsurunoyu.info/,,,,,和3・洋1・離1（和）,家2,unknown,unknown,official_association_claim,,2026-06-29,つるのゆ
由布院 玉の湯,由布院 玉の湯,include_official_association,unknown_lodging,風呂 | 由布院,official_ryokan_association,http://www.tamanoyu.co.jp/,,,,,離16（和洋）全室風呂付,内2・露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,玉の湯
由布院 元（はじめ）,由布院 元（はじめ）,include_official_association,unknown_lodging,由布院,official_ryokan_association,https://yufuin-zen.com/,,,,,和洋10,家4（露2・内2）,unknown,official_association_claim,official_association_claim,,2026-06-29,元はじめ
由布院 山ぼうし,由布院 山ぼうし,include_official_association,unknown_lodging,湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.yamabo.jp/,,,https://www.jalan.net/yad300354/,,和6・洋4（シングル1）,内2・露2・家1（内）,unknown,official_association_claim,official_association_claim,当館は由布院駅まで徒歩7分、湯布院の中心由布見通りと湯の坪街道の中心にあります。安心安全に最大限配慮しながら皆様のお越しをお待ちいたしております。≪全室禁煙≫ 2024年10月1日より入湯税250円 【アクセス】 JR由布院駅、駅前バスセンターより徒歩7分。大分自動車道湯布院ICより7分。 MAP,2026-06-29,山ぼうし
由布院 多津川別邸,由布院 多津川別邸,include_onsen_signal,unknown_lodging,温泉 | 源泉 | かけ流し | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad381406/,43,,,,,,5.0 43件 部屋、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【2024年10月より、お風呂リニューアルいたしました！】 客室から由布岳と由布院列車を一望出来る立地に佇み、源泉かけ流し100％の温泉は宿泊中何度でも利用可能です。 【アクセス】 由布院駅より車で10分 MAP,2026-06-29,多津川別邸
由布院 梅園 GARDEN RESORT,由布院 梅園 GARDEN RESORT | 由布院 梅園 ＧＡＲＤＥＮ ＲＥＳＯＲＴ,include_official_association,unknown_lodging,露天 | 風呂 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://yufuin-baien.com/,https://travel.rakuten.co.jp/HOTEL/39494/39494.html,514,https://www.jalan.net/yad318959/,423,和洋26,露2・家2,unknown,official_association_claim,official_association_claim,4.1 423件 風呂、夕食、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 一万坪の敷地に佇む全26室の宿。由布岳を望む絶景露天風呂と旬の食材を活かし敷地内に湧き出す名水で旨味を引き出す料理は絶品 【アクセス】 ＪＲ久大本線由布院駅よりタクシー（車）で５分。由布院の人気観光スポット「金鱗湖」まで自転車で3分！ MAP,2026-06-29,梅園gardenresort
由布院 蔓蕩蒼－Ｍａｔｏｕｓｏｕ－,由布院 蔓蕩蒼－Ｍａｔｏｕｓｏｕ－,include_onsen_signal,unknown_lodging,源泉 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad385293/,,,,,,,【一日大人三組限定】丹精込めて創る蔓蕩蒼オリジナルのコース料理。桃缶の密のようなとろみの源泉。落ちてきそうな満天の星空。何もしない特別な一日を、大切な人とお過ごしください。 【アクセス】 大人限定「２０歳以下の宿泊不可」 車：湯布院ＩＣより約５分・ＪＲ由布院駅より約６分 MAP,2026-06-29,蔓蕩蒼matousou
由布院 離れの宿 優夏月,由布院 離れの宿 優夏月,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 露天 | 内湯 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad346404/,64,,,,,,3.8 64件 風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 源泉掛け流しの露天風呂付離れ5棟と専用温泉内湯付ドームテントあり。離れ客室にIHキッチン、洗濯機（乾燥機は一部）、電子レンジ。ラウンジにフリーバーあり！ドームテント宿泊者は専用フリーバー完備！ 【アクセス】 JR由布院駅より車で6分 湯布院I.Cより車で6分 MAP,2026-06-29,離れの宿優夏月
由布院 六花,由布院 六花,include_official_association,unknown_lodging,露天 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://yufuinonsen.jp/,,,https://www.jalan.net/yad341167/,25,離6,各部屋にあり,all_or_many_rooms,unknown,official_association_claim,5.0 25件 風呂、朝食、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ２０１８年９月にオープンしました半露天風呂付離れ客室６室の小さな宿です。由布岳を望む田園地区に位置する静かな環境の中で、お客様それぞれのスタイルでおくつろぎの時間をお過ごしください。 【アクセス】 大分自動車道湯布院ICより車で約１０分。JR久大本線由布院駅より車で約３分、徒歩で約１０分です。 MAP,2026-06-29,六花
由布院ZEN,由布院ZEN | 由布院 ＺＥＮ,include_official_association,unknown_lodging,温泉 | 源泉 | かけ流し | 露天 | 風呂 | 湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.hanare-yufuin-zen.com/,,,https://www.jalan.net/yad348816/,261,和洋10,全室半露天風呂付,all_or_many_rooms,unknown,unknown,4.7 261件 接客、清潔感、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ◆由布院盆地一望の【絶景の個室】でお食事。◆「全室・一戸建て離れ」【１００％源泉・かけ流し】の客室の温泉 スロープ、エレベーター有り。【料理の鉄人】から推薦されたシェフ監修の宿 【アクセス】 九州自動車道湯布院インターから車で５分・ＪＲ由布院駅から車で５分 MAP,2026-06-29,zen
由布院オッポ,由布院オッポ,include_onsen_signal,unknown_lodging,温泉 | 源泉 | かけ流し | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad370115/,,,,,,,素泊まりの宿です。時間に縛られず、お客様の好きな時間に観光や温泉をお楽しみください。お風呂は源泉かけ流しですのでいつでも温泉に浸かることができます。飲食店・スーパー・コンビニも徒歩圏内にあり。 【アクセス】 由布院駅より徒歩5分 MAP,2026-06-29,オッポ
由布院グランピング 天の庭,由布院グランピング 天の庭,low_priority_or_exclude_review,villa_pension_guesthouse,風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad358399/,,,,,,,ファミリーでのご利用おススメ☆7000平米の広さ・1棟ごとにバリアフリーのお風呂とトイレ、檜のプライベートサウナ♪1日1部屋限定で愛犬も一緒に泊まれるドッグラン付きのお部屋も 【アクセス】 湯布院ＩＣよりお車にて約１０分！ MAP,2026-06-29,グランピング天の庭
由布院ユウベルホテル,由布院ユウベルホテル,include_official_association,onsen_hotel_or_resort,温泉 | 源泉 | かけ流し | 内湯 | 風呂 | 由布院,official_ryokan_association | jalan_spot_list,http://yufuin-ublhotel.jp/,,,https://www.jalan.net/yad336879/,596,和27・和洋2・洋4（内湯付10）,内2・露2・サ2,some_rooms,official_association_claim,unknown,4.2 596件 風呂、夕食、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大分の絶景・由布院の麓、自然に抱かれた癒しの空間。全室から四季折々の景観を楽しめる贅沢な造り。源泉かけ流し温泉と豊後牛で五感を満たす。全室40平米以上の広い特別室は記念日やグループ旅行にも最適。 【アクセス】 JR由布院駅下車、車、タクシーで５分 MAP,2026-06-29,ユウベルホテル
由布院温泉 オーベルジュ 檪屋,由布院温泉 オーベルジュ 檪屋,include_onsen_signal,unknown_lodging,温泉 | 掛け流し | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad306854/,,,,,,,湯布院の中心から少し離れた静かな場所に佇み、掛け流しの温泉があるオーベルジュ檪屋。 四季折々の旬の旨味を閉じ込めたフレンチに舌鼓。 日常を忘れ贅沢で優雅なひとときを大切な方と共に…＜Wi-Fi完備＞ 【アクセス】 JR由布院駅からお車で約7分、湯布院ＩＣより車で10分、湯布院の中心より少し離れた閑静な鳥越にございます MAP,2026-06-29,オーベルジュ檪屋
由布院温泉 お宿 五輪花,由布院温泉 お宿 五輪花 | お宿 五輪花,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 露天 | 風呂 | 湯布院 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/31742/31742.html,710,https://www.jalan.net/yad321804/,490,,,,,,4.8 490件 風呂、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 素泊まり専門のお宿。プライベート性の高い独立した離れに、源泉掛け流しの露天風呂を備えております。お好きな時にお好きなだけ、ゆっくりのんびり温泉三昧。湯布院の風情を思いのままにお楽しみください 【アクセス】 JR由布院駅より車で２分・徒歩で１５分／大分自動車道 湯布院インターより５分 MAP,2026-06-29,五輪花
由布院温泉 ゆふいん 旅庵 和山豊,由布院温泉 ゆふいん 旅庵 和山豊,include_onsen_signal,ryokan_or_inn,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/69247/69247.html,510,,,,,,,,,2026-06-29,ゆふいん旅庵和山豊
由布院温泉 ゆふいんホテル秀峰館,由布院温泉 ゆふいんホテル秀峰館,include_onsen_signal,onsen_hotel_or_resort,温泉 | 由布院,rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/28141/28141.html,245,,,,,,,,,2026-06-29,ゆふいんホテル秀峰館
由布院温泉 御宿 ゆふいん亭,由布院温泉 御宿 ゆふいん亭 | 御宿 ゆふいん亭,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 風呂 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/41838/41838.html,769,https://www.jalan.net/yad343728/,"2,494",,,,,,"4.5 2,494件 朝食、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 全室離れ形式の天然温泉付き客室、チェックアウト１２時。男女別露天風呂はご滞在中いつでもご利用いただけます。湯上りには無料の生ビールサービスあり、至福のひと時をお過ごしください。 【アクセス】 由布院駅よりタクシーで５分。由布院ＩＣより車で１０分。 MAP",2026-06-29,ゆふいん亭
由布院温泉 御宿 陣の内,由布院温泉 御宿 陣の内,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | 掛け流し | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad389595/,,,,,,,由布院駅から徒歩10分、湯布院の真ん中にあり、温泉街までも便利な立地にある家庭的な旅館です。 こんこんと湧き出る湯量豊富な温泉を源泉掛け流しでお楽しみ下さい。【全館禁煙】 【アクセス】 ＪＲ由布院駅より徒歩１０分 MAP,2026-06-29,陣の内
